Sensitivity,Specificity,Pos Pred Value,Neg Pred Value,Precision,Recall,F1,Prevalence,Detection Rate,Detection Prevalence,Balanced Accuracy,tp,fp,tn,fn,net_benefit,nns,decision_threshold,strategy,outcome,taxlevel,metric,dataset,trainfrac,method,seed
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.6000000000000001,model,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.65,model,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.7000000000000001,model,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.75,model,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.8,model,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.8500000000000001,model,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.9,model,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.95,model,pragmatic,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,0.02525252525252525,39.6,0,all,pragmatic,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.02604997341839447,39.6,0.05,all,pragmatic,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.0830527497194164,39.6,0.1,all,pragmatic,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.14676173499702916,39.6,0.15000000000000002,all,pragmatic,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.21843434343434345,39.6,0.2,all,pragmatic,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.29966329966329963,39.6,0.25,all,pragmatic,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.39249639249639257,39.6,0.30000000000000004,all,pragmatic,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.4996114996114997,39.6,0.35000000000000003,all,pragmatic,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.6245791245791246,39.6,0.4,all,pragmatic,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.7722681359044994,39.6,0.45,all,pragmatic,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.9494949494949494,39.6,0.5,all,pragmatic,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-1.166105499438833,39.6,0.55,all,pragmatic,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-1.4368686868686873,39.6,0.6000000000000001,all,pragmatic,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-1.7849927849927851,39.6,0.65,all,pragmatic,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-2.2491582491582496,39.6,0.7000000000000001,all,pragmatic,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-2.898989898989899,39.6,0.75,all,pragmatic,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-3.8737373737373746,39.6,0.8,all,pragmatic,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-5.498316498316502,39.6,0.8500000000000001,all,pragmatic,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-8.747474747474747,39.6,0.9,all,pragmatic,OTU,AUC,int,0.8,rf,100
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-18.49494949494952,39.6,0.95,all,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0,none,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.05,none,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.1,none,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.15000000000000002,none,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.2,none,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.25,none,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.30000000000000004,none,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.35000000000000003,none,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.4,none,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.45,none,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.5,none,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.55,none,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.6000000000000001,none,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.65,none,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.7000000000000001,none,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.75,none,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.8,none,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.8500000000000001,none,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.9,none,pragmatic,OTU,AUC,int,0.8,rf,100
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.95,none,pragmatic,OTU,AUC,int,0.8,rf,100
0.8,0.0932642487046632,0.0223463687150838,0.9473684210526316,0.0223463687150838,0.8,0.04347826086956522,0.02525252525252525,0.0202020202020202,0.904040404040404,0.4466321243523316,4,175,18,1,0.0202020202020202,44.74999999999999,0,model,pragmatic,OTU,AUC,int,0.8,rf,101
0.4,0.7772020725388601,0.04444444444444444,0.9803921568627452,0.04444444444444444,0.4,0.07999999999999999,0.02525252525252525,0.0101010101010101,0.2272727272727273,0.5886010362694301,2,43,150,3,-0.00132908027644869,22.5,0.05,model,pragmatic,OTU,AUC,int,0.8,rf,101
0,0.9067357512953368,0,0.9722222222222222,0,0,NA,0.02525252525252525,0,0.09090909090909093,0.4533678756476684,0,18,175,5,-0.0101010101010101,Inf,0.1,model,pragmatic,OTU,AUC,int,0.8,rf,101
0,0.9689119170984456,0,0.9739583333333331,0,0,NA,0.02525252525252525,0,0.0303030303030303,0.4844559585492228,0,6,187,5,-0.0053475935828877,Inf,0.15000000000000002,model,pragmatic,OTU,AUC,int,0.8,rf,101
0,0.9896373056994818,0,0.9744897959183672,0,0,NA,0.02525252525252525,0,0.0101010101010101,0.4948186528497409,0,2,191,5,-0.00252525252525252,Inf,0.2,model,pragmatic,OTU,AUC,int,0.8,rf,101
0,0.9896373056994818,0,0.9744897959183672,0,0,NA,0.02525252525252525,0,0.0101010101010101,0.4948186528497409,0,2,191,5,-0.00336700336700336,Inf,0.25,model,pragmatic,OTU,AUC,int,0.8,rf,101
0,0.9948186528497408,0,0.9746192893401014,0,0,NA,0.02525252525252525,0,0.00505050505050505,0.49740932642487046,0,1,192,5,-0.00216450216450216,Inf,0.30000000000000004,model,pragmatic,OTU,AUC,int,0.8,rf,101
0,0.9948186528497408,0,0.9746192893401014,0,0,NA,0.02525252525252525,0,0.00505050505050505,0.49740932642487046,0,1,192,5,-0.00271950271950272,Inf,0.35000000000000003,model,pragmatic,OTU,AUC,int,0.8,rf,101
0,0.9948186528497408,0,0.9746192893401014,0,0,NA,0.02525252525252525,0,0.00505050505050505,0.49740932642487046,0,1,192,5,-0.00336700336700336,Inf,0.4,model,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.45,model,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.5,model,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.55,model,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.6000000000000001,model,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.65,model,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.7000000000000001,model,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.75,model,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.8,model,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.8500000000000001,model,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.9,model,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.95,model,pragmatic,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,0.02525252525252525,39.6,0,all,pragmatic,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.02604997341839447,39.6,0.05,all,pragmatic,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.0830527497194164,39.6,0.1,all,pragmatic,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.14676173499702916,39.6,0.15000000000000002,all,pragmatic,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.21843434343434345,39.6,0.2,all,pragmatic,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.29966329966329963,39.6,0.25,all,pragmatic,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.39249639249639257,39.6,0.30000000000000004,all,pragmatic,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.4996114996114997,39.6,0.35000000000000003,all,pragmatic,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.6245791245791246,39.6,0.4,all,pragmatic,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.7722681359044994,39.6,0.45,all,pragmatic,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.9494949494949494,39.6,0.5,all,pragmatic,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-1.166105499438833,39.6,0.55,all,pragmatic,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-1.4368686868686873,39.6,0.6000000000000001,all,pragmatic,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-1.7849927849927851,39.6,0.65,all,pragmatic,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-2.2491582491582496,39.6,0.7000000000000001,all,pragmatic,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-2.898989898989899,39.6,0.75,all,pragmatic,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-3.8737373737373746,39.6,0.8,all,pragmatic,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-5.498316498316502,39.6,0.8500000000000001,all,pragmatic,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-8.747474747474747,39.6,0.9,all,pragmatic,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-18.49494949494952,39.6,0.95,all,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0,none,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.05,none,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.1,none,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.15000000000000002,none,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.2,none,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.25,none,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.30000000000000004,none,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.35000000000000003,none,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.4,none,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.45,none,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.5,none,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.55,none,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.6000000000000001,none,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.65,none,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.7000000000000001,none,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.75,none,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.8,none,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.8500000000000001,none,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.9,none,pragmatic,OTU,AUC,int,0.8,rf,101
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.95,none,pragmatic,OTU,AUC,int,0.8,rf,101
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,0.02525252525252525,39.6,0,model,pragmatic,OTU,AUC,int,0.8,rf,102
0.4,0.8704663212435233,0.07407407407407407,0.9824561403508772,0.07407407407407407,0.4,0.125,0.02525252525252525,0.0101010101010101,0.13636363636363635,0.6352331606217616,2,25,168,3,0.00345560871876661,13.5,0.05,model,pragmatic,OTU,AUC,int,0.8,rf,102
0.4,0.9689119170984456,0.25000000000000006,0.9842105263157896,0.25,0.4,0.3076923076923077,0.02525252525252525,0.0101010101010101,0.04040404040404041,0.6844559585492228,2,6,187,3,0.00673400673400673,3.999999999999999,0.1,model,pragmatic,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.15000000000000002,model,pragmatic,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.2,model,pragmatic,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.25,model,pragmatic,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.30000000000000004,model,pragmatic,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.35000000000000003,model,pragmatic,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.4,model,pragmatic,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.45,model,pragmatic,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.5,model,pragmatic,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.55,model,pragmatic,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.6000000000000001,model,pragmatic,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.65,model,pragmatic,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.7000000000000001,model,pragmatic,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.75,model,pragmatic,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.8,model,pragmatic,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.8500000000000001,model,pragmatic,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.9,model,pragmatic,OTU,AUC,int,0.8,rf,102
0,1,NA,0.9747474747474748,NA,0,NA,0.02525252525252525,0,0,0.5,0,0,193,5,0,NA,0.95,model,pragmatic,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,0.02525252525252525,39.6,0,all,pragmatic,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.02604997341839447,39.6,0.05,all,pragmatic,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.0830527497194164,39.6,0.1,all,pragmatic,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.14676173499702916,39.6,0.15000000000000002,all,pragmatic,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.21843434343434345,39.6,0.2,all,pragmatic,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.29966329966329963,39.6,0.25,all,pragmatic,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.39249639249639257,39.6,0.30000000000000004,all,pragmatic,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.4996114996114997,39.6,0.35000000000000003,all,pragmatic,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.6245791245791246,39.6,0.4,all,pragmatic,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.7722681359044994,39.6,0.45,all,pragmatic,OTU,AUC,int,0.8,rf,102
1,0,0.02525252525252525,NA,0.02525252525252525,1,0.04926108374384236,0.02525252525252525,0.02525252525252525,1,0.5,5,193,0,0,-0.9494949494949494,39.6,0.5,all,pragmatic,OTU,AUC,int,0.8,rf,102
