.threshold,recall,precision,outcome,taxlevel,metric,dataset,trainfrac,method,seed
0.228,0.9692307692307692,0.3442622950819672,idsa,OTU,AUC,int,0.8,rf,108
0.224,0.9692307692307692,0.3423913043478261,idsa,OTU,AUC,int,0.8,rf,108
0.222,0.9692307692307692,0.3387096774193548,idsa,OTU,AUC,int,0.8,rf,108
0.218,0.9692307692307692,0.33689839572192515,idsa,OTU,AUC,int,0.8,rf,108
0.216,0.9692307692307692,0.33157894736842103,idsa,OTU,AUC,int,0.8,rf,108
0.212,0.9692307692307692,0.3298429319371728,idsa,OTU,AUC,int,0.8,rf,108
0.21,0.9846153846153848,0.3333333333333333,idsa,OTU,AUC,int,0.8,rf,108
0.206,0.9846153846153848,0.3316062176165803,idsa,OTU,AUC,int,0.8,rf,108
0.19,0.9846153846153848,0.32989690721649484,idsa,OTU,AUC,int,0.8,rf,108
0.186,0.9846153846153848,0.3282051282051282,idsa,OTU,AUC,int,0.8,rf,108
0.182,1,0.33163265306122447,idsa,OTU,AUC,int,0.8,rf,108
0.162,1,0.3299492385786802,idsa,OTU,AUC,int,0.8,rf,108
0.15,1,0.3282828282828283,idsa,OTU,AUC,int,0.8,rf,108
Inf,0,1,idsa,OTU,AUC,int,0.8,rf,109
0.486,0.03076923076923077,1,idsa,OTU,AUC,int,0.8,rf,109
0.474,0.04615384615384615,1,idsa,OTU,AUC,int,0.8,rf,109
0.472,0.04615384615384615,0.75,idsa,OTU,AUC,int,0.8,rf,109
0.47,0.04615384615384615,0.6,idsa,OTU,AUC,int,0.8,rf,109
0.468,0.04615384615384615,0.5,idsa,OTU,AUC,int,0.8,rf,109
0.466,0.06153846153846154,0.5714285714285714,idsa,OTU,AUC,int,0.8,rf,109
0.46,0.07692307692307693,0.625,idsa,OTU,AUC,int,0.8,rf,109
0.45,0.09230769230769233,0.6666666666666666,idsa,OTU,AUC,int,0.8,rf,109
0.446,0.1076923076923077,0.6363636363636364,idsa,OTU,AUC,int,0.8,rf,109
0.444,0.1076923076923077,0.5384615384615384,idsa,OTU,AUC,int,0.8,rf,109
0.442,0.1076923076923077,0.5,idsa,OTU,AUC,int,0.8,rf,109
0.44,0.13846153846153847,0.5625,idsa,OTU,AUC,int,0.8,rf,109
0.438,0.13846153846153847,0.5294117647058824,idsa,OTU,AUC,int,0.8,rf,109
0.436,0.15384615384615383,0.5263157894736842,idsa,OTU,AUC,int,0.8,rf,109
0.434,0.16923076923076924,0.55,idsa,OTU,AUC,int,0.8,rf,109
0.432,0.18461538461538465,0.5217391304347826,idsa,OTU,AUC,int,0.8,rf,109
0.43,0.18461538461538465,0.5,idsa,OTU,AUC,int,0.8,rf,109
0.426,0.18461538461538465,0.4615384615384616,idsa,OTU,AUC,int,0.8,rf,109
0.424,0.2,0.4642857142857143,idsa,OTU,AUC,int,0.8,rf,109
0.422,0.2,0.43333333333333335,idsa,OTU,AUC,int,0.8,rf,109
0.42,0.2307692307692308,0.46875,idsa,OTU,AUC,int,0.8,rf,109
0.418,0.2307692307692308,0.4411764705882353,idsa,OTU,AUC,int,0.8,rf,109
0.416,0.24615384615384617,0.42105263157894735,idsa,OTU,AUC,int,0.8,rf,109
0.412,0.26153846153846155,0.425,idsa,OTU,AUC,int,0.8,rf,109
0.41,0.26153846153846155,0.4146341463414634,idsa,OTU,AUC,int,0.8,rf,109
0.406,0.27692307692307694,0.42857142857142855,idsa,OTU,AUC,int,0.8,rf,109
0.402,0.27692307692307694,0.4,idsa,OTU,AUC,int,0.8,rf,109
0.4,0.3076923076923077,0.425531914893617,idsa,OTU,AUC,int,0.8,rf,109
0.398,0.3230769230769231,0.4375,idsa,OTU,AUC,int,0.8,rf,109
0.396,0.3230769230769231,0.42857142857142855,idsa,OTU,AUC,int,0.8,rf,109
0.394,0.3384615384615385,0.44,idsa,OTU,AUC,int,0.8,rf,109
0.392,0.35384615384615387,0.4509803921568627,idsa,OTU,AUC,int,0.8,rf,109
0.39,0.3692307692307693,0.4615384615384616,idsa,OTU,AUC,int,0.8,rf,109
0.388,0.4153846153846154,0.4821428571428571,idsa,OTU,AUC,int,0.8,rf,109
0.386,0.4461538461538462,0.48333333333333334,idsa,OTU,AUC,int,0.8,rf,109
0.384,0.4461538461538462,0.47540983606557374,idsa,OTU,AUC,int,0.8,rf,109
0.382,0.4461538461538462,0.453125,idsa,OTU,AUC,int,0.8,rf,109
0.38,0.4461538461538462,0.4393939393939394,idsa,OTU,AUC,int,0.8,rf,109
0.378,0.4615384615384616,0.43478260869565216,idsa,OTU,AUC,int,0.8,rf,109
0.376,0.4615384615384616,0.42857142857142855,idsa,OTU,AUC,int,0.8,rf,109
0.374,0.49230769230769234,0.4444444444444444,idsa,OTU,AUC,int,0.8,rf,109
0.372,0.5076923076923077,0.42857142857142855,idsa,OTU,AUC,int,0.8,rf,109
0.366,0.5076923076923077,0.4230769230769231,idsa,OTU,AUC,int,0.8,rf,109
0.364,0.5384615384615384,0.42168674698795183,idsa,OTU,AUC,int,0.8,rf,109
0.358,0.5538461538461539,0.42857142857142855,idsa,OTU,AUC,int,0.8,rf,109
0.356,0.5538461538461539,0.41379310344827586,idsa,OTU,AUC,int,0.8,rf,109
0.354,0.5692307692307692,0.4157303370786517,idsa,OTU,AUC,int,0.8,rf,109
0.352,0.5846153846153846,0.4175824175824176,idsa,OTU,AUC,int,0.8,rf,109
0.35,0.6,0.41935483870967744,idsa,OTU,AUC,int,0.8,rf,109
0.348,0.6,0.4105263157894737,idsa,OTU,AUC,int,0.8,rf,109
0.346,0.6,0.3979591836734694,idsa,OTU,AUC,int,0.8,rf,109
0.344,0.6307692307692307,0.39805825242718446,idsa,OTU,AUC,int,0.8,rf,109
0.34,0.6461538461538462,0.4,idsa,OTU,AUC,int,0.8,rf,109
0.338,0.676923076923077,0.411214953271028,idsa,OTU,AUC,int,0.8,rf,109
0.336,0.676923076923077,0.4036697247706422,idsa,OTU,AUC,int,0.8,rf,109
0.33,0.676923076923077,0.3928571428571429,idsa,OTU,AUC,int,0.8,rf,109
0.328,0.6923076923076923,0.391304347826087,idsa,OTU,AUC,int,0.8,rf,109
0.326,0.7076923076923077,0.3865546218487395,idsa,OTU,AUC,int,0.8,rf,109
0.324,0.7230769230769231,0.38524590163934425,idsa,OTU,AUC,int,0.8,rf,109
0.322,0.7384615384615385,0.3870967741935484,idsa,OTU,AUC,int,0.8,rf,109
0.318,0.7384615384615385,0.3779527559055118,idsa,OTU,AUC,int,0.8,rf,109
0.314,0.7538461538461538,0.3828125,idsa,OTU,AUC,int,0.8,rf,109
0.312,0.7538461538461538,0.3740458015267176,idsa,OTU,AUC,int,0.8,rf,109
0.31,0.7692307692307693,0.373134328358209,idsa,OTU,AUC,int,0.8,rf,109
0.308,0.7692307692307693,0.3703703703703703,idsa,OTU,AUC,int,0.8,rf,109
0.306,0.7692307692307693,0.36496350364963503,idsa,OTU,AUC,int,0.8,rf,109
0.302,0.7846153846153846,0.3669064748201439,idsa,OTU,AUC,int,0.8,rf,109
0.3,0.7846153846153846,0.3642857142857142,idsa,OTU,AUC,int,0.8,rf,109
0.298,0.8153846153846154,0.3706293706293706,idsa,OTU,AUC,int,0.8,rf,109
0.294,0.8461538461538461,0.3741496598639456,idsa,OTU,AUC,int,0.8,rf,109
0.29,0.8615384615384616,0.3684210526315789,idsa,OTU,AUC,int,0.8,rf,109
0.288,0.8615384615384616,0.3636363636363637,idsa,OTU,AUC,int,0.8,rf,109
0.286,0.8615384615384616,0.358974358974359,idsa,OTU,AUC,int,0.8,rf,109
0.284,0.8769230769230769,0.36075949367088606,idsa,OTU,AUC,int,0.8,rf,109
0.282,0.8769230769230769,0.3584905660377358,idsa,OTU,AUC,int,0.8,rf,109
0.28,0.8923076923076924,0.35802469135802467,idsa,OTU,AUC,int,0.8,rf,109
0.278,0.8923076923076924,0.3515151515151515,idsa,OTU,AUC,int,0.8,rf,109
0.276,0.8923076923076924,0.3493975903614458,idsa,OTU,AUC,int,0.8,rf,109
0.274,0.8923076923076924,0.3473053892215569,idsa,OTU,AUC,int,0.8,rf,109
0.268,0.9076923076923076,0.35119047619047616,idsa,OTU,AUC,int,0.8,rf,109
0.266,0.9230769230769232,0.35294117647058826,idsa,OTU,AUC,int,0.8,rf,109
0.26,0.9230769230769232,0.3508771929824561,idsa,OTU,AUC,int,0.8,rf,109
0.256,0.9230769230769232,0.3448275862068966,idsa,OTU,AUC,int,0.8,rf,109
0.254,0.9230769230769232,0.34285714285714286,idsa,OTU,AUC,int,0.8,rf,109
0.252,0.9230769230769232,0.3409090909090909,idsa,OTU,AUC,int,0.8,rf,109
0.25,0.9230769230769232,0.33519553072625696,idsa,OTU,AUC,int,0.8,rf,109
0.248,0.9230769230769232,0.3333333333333333,idsa,OTU,AUC,int,0.8,rf,109
0.246,0.9384615384615383,0.3370165745856354,idsa,OTU,AUC,int,0.8,rf,109
0.244,0.9384615384615383,0.33516483516483514,idsa,OTU,AUC,int,0.8,rf,109
0.238,0.9384615384615383,0.3333333333333333,idsa,OTU,AUC,int,0.8,rf,109
0.236,0.9384615384615383,0.33152173913043476,idsa,OTU,AUC,int,0.8,rf,109
0.234,0.953846153846154,0.33513513513513515,idsa,OTU,AUC,int,0.8,rf,109
0.228,0.953846153846154,0.3315508021390374,idsa,OTU,AUC,int,0.8,rf,109
0.226,0.953846153846154,0.32978723404255317,idsa,OTU,AUC,int,0.8,rf,109
0.222,0.953846153846154,0.3263157894736842,idsa,OTU,AUC,int,0.8,rf,109
0.218,0.953846153846154,0.32460732984293195,idsa,OTU,AUC,int,0.8,rf,109
0.206,0.953846153846154,0.3229166666666667,idsa,OTU,AUC,int,0.8,rf,109
0.204,0.9846153846153848,0.3282051282051282,idsa,OTU,AUC,int,0.8,rf,109
0.202,0.9846153846153848,0.32653061224489793,idsa,OTU,AUC,int,0.8,rf,109
0.198,1,0.3299492385786802,idsa,OTU,AUC,int,0.8,rf,109
0.194,1,0.3282828282828283,idsa,OTU,AUC,int,0.8,rf,109
Inf,0,1,idsa,OTU,AUC,int,0.8,rf,110
0.536,0.01538461538461538,1,idsa,OTU,AUC,int,0.8,rf,110
0.52,0.03076923076923077,1,idsa,OTU,AUC,int,0.8,rf,110
0.478,0.03076923076923077,0.6666666666666666,idsa,OTU,AUC,int,0.8,rf,110
0.464,0.04615384615384615,0.75,idsa,OTU,AUC,int,0.8,rf,110
0.44,0.04615384615384615,0.5,idsa,OTU,AUC,int,0.8,rf,110
0.438,0.06153846153846154,0.5,idsa,OTU,AUC,int,0.8,rf,110
0.434,0.09230769230769233,0.6,idsa,OTU,AUC,int,0.8,rf,110
0.432,0.1076923076923077,0.5833333333333334,idsa,OTU,AUC,int,0.8,rf,110
0.43,0.12307692307692308,0.5714285714285714,idsa,OTU,AUC,int,0.8,rf,110
0.426,0.13846153846153847,0.6,idsa,OTU,AUC,int,0.8,rf,110
0.424,0.15384615384615383,0.5882352941176471,idsa,OTU,AUC,int,0.8,rf,110
0.42,0.16923076923076924,0.6111111111111112,idsa,OTU,AUC,int,0.8,rf,110
0.414,0.2153846153846154,0.6666666666666666,idsa,OTU,AUC,int,0.8,rf,110
0.412,0.2153846153846154,0.6086956521739131,idsa,OTU,AUC,int,0.8,rf,110
0.41,0.2153846153846154,0.5833333333333334,idsa,OTU,AUC,int,0.8,rf,110
0.408,0.24615384615384617,0.6153846153846154,idsa,OTU,AUC,int,0.8,rf,110
0.406,0.26153846153846155,0.6071428571428571,idsa,OTU,AUC,int,0.8,rf,110
0.404,0.2923076923076923,0.6129032258064516,idsa,OTU,AUC,int,0.8,rf,110
0.402,0.3384615384615385,0.6111111111111112,idsa,OTU,AUC,int,0.8,rf,110
0.4,0.3692307692307693,0.631578947368421,idsa,OTU,AUC,int,0.8,rf,110
0.398,0.38461538461538464,0.6097560975609756,idsa,OTU,AUC,int,0.8,rf,110
0.396,0.38461538461538464,0.5681818181818182,idsa,OTU,AUC,int,0.8,rf,110
0.394,0.4,0.5416666666666666,idsa,OTU,AUC,int,0.8,rf,110
0.392,0.4,0.52,idsa,OTU,AUC,int,0.8,rf,110
0.388,0.4153846153846154,0.5192307692307693,idsa,OTU,AUC,int,0.8,rf,110
0.386,0.4461538461538462,0.5370370370370371,idsa,OTU,AUC,int,0.8,rf,110
0.382,0.47692307692307695,0.5535714285714286,idsa,OTU,AUC,int,0.8,rf,110
0.38,0.47692307692307695,0.543859649122807,idsa,OTU,AUC,int,0.8,rf,110
0.378,0.5076923076923077,0.559322033898305,idsa,OTU,AUC,int,0.8,rf,110
0.376,0.5230769230769231,0.5573770491803278,idsa,OTU,AUC,int,0.8,rf,110
0.374,0.5230769230769231,0.53125,idsa,OTU,AUC,int,0.8,rf,110
0.372,0.5230769230769231,0.5230769230769231,idsa,OTU,AUC,int,0.8,rf,110
0.37,0.5384615384615384,0.5147058823529411,idsa,OTU,AUC,int,0.8,rf,110
0.368,0.5384615384615384,0.5,idsa,OTU,AUC,int,0.8,rf,110
0.366,0.5384615384615384,0.4929577464788733,idsa,OTU,AUC,int,0.8,rf,110
0.364,0.5538461538461539,0.4864864864864865,idsa,OTU,AUC,int,0.8,rf,110
0.36,0.5538461538461539,0.47368421052631576,idsa,OTU,AUC,int,0.8,rf,110
0.358,0.5692307692307692,0.47435897435897434,idsa,OTU,AUC,int,0.8,rf,110
0.356,0.5846153846153846,0.475,idsa,OTU,AUC,int,0.8,rf,110
0.354,0.6153846153846154,0.4819277108433735,idsa,OTU,AUC,int,0.8,rf,110
0.352,0.6307692307692307,0.4880952380952381,idsa,OTU,AUC,int,0.8,rf,110
0.348,0.6461538461538462,0.4883720930232558,idsa,OTU,AUC,int,0.8,rf,110
0.346,0.6461538461538462,0.4772727272727273,idsa,OTU,AUC,int,0.8,rf,110
0.344,0.6615384615384615,0.4777777777777778,idsa,OTU,AUC,int,0.8,rf,110
0.342,0.6615384615384615,0.46236559139784944,idsa,OTU,AUC,int,0.8,rf,110
0.34,0.6615384615384615,0.4479166666666667,idsa,OTU,AUC,int,0.8,rf,110
0.338,0.7076923076923077,0.4509803921568627,idsa,OTU,AUC,int,0.8,rf,110
0.336,0.7230769230769231,0.4476190476190477,idsa,OTU,AUC,int,0.8,rf,110
0.334,0.7230769230769231,0.4433962264150943,idsa,OTU,AUC,int,0.8,rf,110
0.332,0.7230769230769231,0.4392523364485981,idsa,OTU,AUC,int,0.8,rf,110
0.33,0.7384615384615385,0.43636363636363634,idsa,OTU,AUC,int,0.8,rf,110
0.328,0.7538461538461538,0.4298245614035088,idsa,OTU,AUC,int,0.8,rf,110
0.326,0.7692307692307693,0.4166666666666667,idsa,OTU,AUC,int,0.8,rf,110
0.324,0.7846153846153846,0.4214876033057851,idsa,OTU,AUC,int,0.8,rf,110
0.32,0.8,0.41935483870967744,idsa,OTU,AUC,int,0.8,rf,110
0.318,0.8307692307692308,0.42857142857142855,idsa,OTU,AUC,int,0.8,rf,110
0.316,0.8307692307692308,0.421875,idsa,OTU,AUC,int,0.8,rf,110
0.314,0.8461538461538461,0.4263565891472868,idsa,OTU,AUC,int,0.8,rf,110
0.312,0.8461538461538461,0.4230769230769231,idsa,OTU,AUC,int,0.8,rf,110
0.31,0.8461538461538461,0.4104477611940298,idsa,OTU,AUC,int,0.8,rf,110
0.308,0.8461538461538461,0.4074074074074074,idsa,OTU,AUC,int,0.8,rf,110
0.306,0.8461538461538461,0.39568345323741005,idsa,OTU,AUC,int,0.8,rf,110
0.304,0.8461538461538461,0.3873239436619718,idsa,OTU,AUC,int,0.8,rf,110
0.302,0.8461538461538461,0.38461538461538464,idsa,OTU,AUC,int,0.8,rf,110
0.3,0.8615384615384616,0.3888888888888889,idsa,OTU,AUC,int,0.8,rf,110
0.298,0.8615384615384616,0.38620689655172413,idsa,OTU,AUC,int,0.8,rf,110
0.296,0.8615384615384616,0.380952380952381,idsa,OTU,AUC,int,0.8,rf,110
0.294,0.8769230769230769,0.3825503355704698,idsa,OTU,AUC,int,0.8,rf,110
0.292,0.8769230769230769,0.37748344370860926,idsa,OTU,AUC,int,0.8,rf,110
0.29,0.8769230769230769,0.37012987012987014,idsa,OTU,AUC,int,0.8,rf,110
0.288,0.8769230769230769,0.36774193548387096,idsa,OTU,AUC,int,0.8,rf,110
0.286,0.9076923076923076,0.375796178343949,idsa,OTU,AUC,int,0.8,rf,110
0.284,0.9230769230769232,0.37735849056603776,idsa,OTU,AUC,int,0.8,rf,110
0.282,0.9230769230769232,0.3726708074534162,idsa,OTU,AUC,int,0.8,rf,110
0.278,0.9230769230769232,0.36585365853658536,idsa,OTU,AUC,int,0.8,rf,110
0.274,0.9384615384615383,0.3696969696969697,idsa,OTU,AUC,int,0.8,rf,110
0.27,0.9384615384615383,0.3652694610778443,idsa,OTU,AUC,int,0.8,rf,110
0.264,0.9384615384615383,0.3588235294117647,idsa,OTU,AUC,int,0.8,rf,110
0.262,0.953846153846154,0.3583815028901734,idsa,OTU,AUC,int,0.8,rf,110
0.26,0.9692307692307692,0.3620689655172414,idsa,OTU,AUC,int,0.8,rf,110
0.258,0.9692307692307692,0.3559322033898305,idsa,OTU,AUC,int,0.8,rf,110
0.256,0.9692307692307692,0.3539325842696629,idsa,OTU,AUC,int,0.8,rf,110
0.254,0.9692307692307692,0.35195530726256985,idsa,OTU,AUC,int,0.8,rf,110
0.25,0.9692307692307692,0.35,idsa,OTU,AUC,int,0.8,rf,110
0.248,0.9692307692307692,0.34806629834254144,idsa,OTU,AUC,int,0.8,rf,110
0.246,0.9692307692307692,0.34615384615384615,idsa,OTU,AUC,int,0.8,rf,110
0.242,0.9692307692307692,0.3442622950819672,idsa,OTU,AUC,int,0.8,rf,110
0.24,0.9846153846153848,0.34594594594594597,idsa,OTU,AUC,int,0.8,rf,110
0.236,0.9846153846153848,0.3422459893048128,idsa,OTU,AUC,int,0.8,rf,110
0.234,0.9846153846153848,0.3404255319148936,idsa,OTU,AUC,int,0.8,rf,110
0.232,0.9846153846153848,0.3386243386243386,idsa,OTU,AUC,int,0.8,rf,110
0.228,0.9846153846153848,0.33507853403141363,idsa,OTU,AUC,int,0.8,rf,110
0.226,0.9846153846153848,0.3333333333333333,idsa,OTU,AUC,int,0.8,rf,110
0.218,1,0.33505154639175255,idsa,OTU,AUC,int,0.8,rf,110
0.212,1,0.3333333333333333,idsa,OTU,AUC,int,0.8,rf,110
0.202,1,0.33163265306122447,idsa,OTU,AUC,int,0.8,rf,110
0.19,1,0.3299492385786802,idsa,OTU,AUC,int,0.8,rf,110
0.186,1,0.3282828282828283,idsa,OTU,AUC,int,0.8,rf,110
Inf,0,1,idsa,OTU,AUC,int,0.8,rf,111
0.478,0.01538461538461538,1,idsa,OTU,AUC,int,0.8,rf,111
0.466,0.01538461538461538,0.5,idsa,OTU,AUC,int,0.8,rf,111
0.462,0.03076923076923077,0.5,idsa,OTU,AUC,int,0.8,rf,111
0.456,0.03076923076923077,0.3333333333333333,idsa,OTU,AUC,int,0.8,rf,111
0.454,0.04615384615384615,0.375,idsa,OTU,AUC,int,0.8,rf,111
0.45,0.07692307692307693,0.5,idsa,OTU,AUC,int,0.8,rf,111
0.446,0.1076923076923077,0.5833333333333334,idsa,OTU,AUC,int,0.8,rf,111
0.44,0.12307692307692308,0.6153846153846154,idsa,OTU,AUC,int,0.8,rf,111
0.438,0.13846153846153847,0.5625,idsa,OTU,AUC,int,0.8,rf,111
0.436,0.13846153846153847,0.5294117647058824,idsa,OTU,AUC,int,0.8,rf,111
0.434,0.13846153846153847,0.5,idsa,OTU,AUC,int,0.8,rf,111
0.432,0.15384615384615383,0.5263157894736842,idsa,OTU,AUC,int,0.8,rf,111
0.43,0.16923076923076924,0.55,idsa,OTU,AUC,int,0.8,rf,111
0.428,0.18461538461538465,0.5714285714285714,idsa,OTU,AUC,int,0.8,rf,111
0.422,0.2,0.5909090909090909,idsa,OTU,AUC,int,0.8,rf,111
0.416,0.2153846153846154,0.5833333333333334,idsa,OTU,AUC,int,0.8,rf,111
0.414,0.2307692307692308,0.6,idsa,OTU,AUC,int,0.8,rf,111
0.412,0.2307692307692308,0.5769230769230769,idsa,OTU,AUC,int,0.8,rf,111
0.41,0.24615384615384617,0.5714285714285714,idsa,OTU,AUC,int,0.8,rf,111
0.408,0.27692307692307694,0.5806451612903226,idsa,OTU,AUC,int,0.8,rf,111
0.406,0.2923076923076923,0.5428571428571428,idsa,OTU,AUC,int,0.8,rf,111
0.404,0.2923076923076923,0.5135135135135135,idsa,OTU,AUC,int,0.8,rf,111
0.402,0.3076923076923077,0.5263157894736842,idsa,OTU,AUC,int,0.8,rf,111
0.4,0.3230769230769231,0.5384615384615384,idsa,OTU,AUC,int,0.8,rf,111
0.396,0.3230769230769231,0.5121951219512195,idsa,OTU,AUC,int,0.8,rf,111
0.394,0.3384615384615385,0.5238095238095238,idsa,OTU,AUC,int,0.8,rf,111
0.392,0.35384615384615387,0.5111111111111111,idsa,OTU,AUC,int,0.8,rf,111
0.39,0.35384615384615387,0.4791666666666667,idsa,OTU,AUC,int,0.8,rf,111
0.388,0.35384615384615387,0.46,idsa,OTU,AUC,int,0.8,rf,111
0.386,0.3692307692307693,0.4705882352941176,idsa,OTU,AUC,int,0.8,rf,111
0.384,0.3692307692307693,0.43636363636363634,idsa,OTU,AUC,int,0.8,rf,111
0.382,0.38461538461538464,0.43859649122807015,idsa,OTU,AUC,int,0.8,rf,111
0.378,0.4,0.4482758620689655,idsa,OTU,AUC,int,0.8,rf,111
0.376,0.4,0.4406779661016949,idsa,OTU,AUC,int,0.8,rf,111
0.372,0.4153846153846154,0.43548387096774194,idsa,OTU,AUC,int,0.8,rf,111
0.368,0.4461538461538462,0.453125,idsa,OTU,AUC,int,0.8,rf,111
0.366,0.4615384615384616,0.4545454545454546,idsa,OTU,AUC,int,0.8,rf,111
0.362,0.4615384615384616,0.4477611940298507,idsa,OTU,AUC,int,0.8,rf,111
0.36,0.4615384615384616,0.4411764705882353,idsa,OTU,AUC,int,0.8,rf,111
0.358,0.47692307692307695,0.4428571428571429,idsa,OTU,AUC,int,0.8,rf,111
0.356,0.5076923076923077,0.44594594594594594,idsa,OTU,AUC,int,0.8,rf,111
0.354,0.5076923076923077,0.44,idsa,OTU,AUC,int,0.8,rf,111
0.352,0.5538461538461539,0.4390243902439024,idsa,OTU,AUC,int,0.8,rf,111
0.35,0.5538461538461539,0.4235294117647059,idsa,OTU,AUC,int,0.8,rf,111
0.348,0.5692307692307692,0.4204545454545454,idsa,OTU,AUC,int,0.8,rf,111
0.346,0.5692307692307692,0.4111111111111111,idsa,OTU,AUC,int,0.8,rf,111
0.344,0.5846153846153846,0.4130434782608696,idsa,OTU,AUC,int,0.8,rf,111
0.34,0.6153846153846154,0.41237113402061853,idsa,OTU,AUC,int,0.8,rf,111
0.338,0.6153846153846154,0.404040404040404,idsa,OTU,AUC,int,0.8,rf,111
0.336,0.6615384615384615,0.4174757281553398,idsa,OTU,AUC,int,0.8,rf,111
0.334,0.6615384615384615,0.4056603773584906,idsa,OTU,AUC,int,0.8,rf,111
0.332,0.6615384615384615,0.40186915887850466,idsa,OTU,AUC,int,0.8,rf,111
0.33,0.676923076923077,0.4036697247706422,idsa,OTU,AUC,int,0.8,rf,111
0.328,0.7076923076923077,0.39655172413793105,idsa,OTU,AUC,int,0.8,rf,111
0.326,0.7230769230769231,0.4017094017094017,idsa,OTU,AUC,int,0.8,rf,111
0.324,0.7230769230769231,0.3949579831932773,idsa,OTU,AUC,int,0.8,rf,111
0.322,0.7384615384615385,0.396694214876033,idsa,OTU,AUC,int,0.8,rf,111
0.32,0.7384615384615385,0.3902439024390244,idsa,OTU,AUC,int,0.8,rf,111
0.318,0.7384615384615385,0.3870967741935484,idsa,OTU,AUC,int,0.8,rf,111
0.316,0.7538461538461538,0.3858267716535433,idsa,OTU,AUC,int,0.8,rf,111
0.314,0.7692307692307693,0.3875968992248062,idsa,OTU,AUC,int,0.8,rf,111
0.312,0.7692307692307693,0.38461538461538464,idsa,OTU,AUC,int,0.8,rf,111
0.31,0.7692307692307693,0.3816793893129771,idsa,OTU,AUC,int,0.8,rf,111
0.308,0.7692307692307693,0.373134328358209,idsa,OTU,AUC,int,0.8,rf,111
0.306,0.7846153846153846,0.37777777777777777,idsa,OTU,AUC,int,0.8,rf,111
0.298,0.7846153846153846,0.375,idsa,OTU,AUC,int,0.8,rf,111
0.294,0.8153846153846154,0.381294964028777,idsa,OTU,AUC,int,0.8,rf,111
0.292,0.8307692307692308,0.3776223776223776,idsa,OTU,AUC,int,0.8,rf,111
0.29,0.8307692307692308,0.3724137931034483,idsa,OTU,AUC,int,0.8,rf,111
0.288,0.8307692307692308,0.3673469387755102,idsa,OTU,AUC,int,0.8,rf,111
0.286,0.8307692307692308,0.36486486486486486,idsa,OTU,AUC,int,0.8,rf,111
0.284,0.8461538461538461,0.3691275167785235,idsa,OTU,AUC,int,0.8,rf,111
0.28,0.8461538461538461,0.36423841059602646,idsa,OTU,AUC,int,0.8,rf,111
0.278,0.8461538461538461,0.3618421052631579,idsa,OTU,AUC,int,0.8,rf,111
0.276,0.8461538461538461,0.35714285714285715,idsa,OTU,AUC,int,0.8,rf,111
0.274,0.8769230769230769,0.36538461538461536,idsa,OTU,AUC,int,0.8,rf,111
0.272,0.8769230769230769,0.36075949367088606,idsa,OTU,AUC,int,0.8,rf,111
0.268,0.8923076923076924,0.36024844720496896,idsa,OTU,AUC,int,0.8,rf,111
0.266,0.9076923076923076,0.3619631901840491,idsa,OTU,AUC,int,0.8,rf,111
0.26,0.9076923076923076,0.3597560975609756,idsa,OTU,AUC,int,0.8,rf,111
0.258,0.9076923076923076,0.3575757575757576,idsa,OTU,AUC,int,0.8,rf,111
0.256,0.9076923076923076,0.3532934131736527,idsa,OTU,AUC,int,0.8,rf,111
0.252,0.9230769230769232,0.35294117647058826,idsa,OTU,AUC,int,0.8,rf,111
0.248,0.9230769230769232,0.3508771929824561,idsa,OTU,AUC,int,0.8,rf,111
0.246,0.9230769230769232,0.3468208092485549,idsa,OTU,AUC,int,0.8,rf,111
0.244,0.9230769230769232,0.34285714285714286,idsa,OTU,AUC,int,0.8,rf,111
0.242,0.9230769230769232,0.3409090909090909,idsa,OTU,AUC,int,0.8,rf,111
0.238,0.9230769230769232,0.3389830508474576,idsa,OTU,AUC,int,0.8,rf,111
0.236,0.9230769230769232,0.33707865168539325,idsa,OTU,AUC,int,0.8,rf,111
0.232,0.953846153846154,0.34065934065934067,idsa,OTU,AUC,int,0.8,rf,111
0.23,0.953846153846154,0.33879781420765026,idsa,OTU,AUC,int,0.8,rf,111
0.218,0.953846153846154,0.33513513513513515,idsa,OTU,AUC,int,0.8,rf,111
0.216,0.953846153846154,0.3333333333333333,idsa,OTU,AUC,int,0.8,rf,111
0.214,0.953846153846154,0.3315508021390374,idsa,OTU,AUC,int,0.8,rf,111
0.2,0.953846153846154,0.32978723404255317,idsa,OTU,AUC,int,0.8,rf,111
0.198,0.953846153846154,0.3263157894736842,idsa,OTU,AUC,int,0.8,rf,111
0.192,0.953846153846154,0.32460732984293195,idsa,OTU,AUC,int,0.8,rf,111
0.186,0.953846153846154,0.3229166666666667,idsa,OTU,AUC,int,0.8,rf,111
0.184,0.9692307692307692,0.32642487046632124,idsa,OTU,AUC,int,0.8,rf,111
0.182,1,0.3333333333333333,idsa,OTU,AUC,int,0.8,rf,111
0.178,1,0.33163265306122447,idsa,OTU,AUC,int,0.8,rf,111
0.156,1,0.3299492385786802,idsa,OTU,AUC,int,0.8,rf,111
0.132,1,0.3282828282828283,idsa,OTU,AUC,int,0.8,rf,111
Inf,0,1,idsa,OTU,AUC,int,0.8,rf,112
0.554,0,0,idsa,OTU,AUC,int,0.8,rf,112
